Protein	Gene	Protein Description	LFQ intensity B73_TMT1_1	LFQ intensity Y12_TMT1_1
Zm00001d003382			0.0	0.19679
Zm00001d003393			0.080411	0.2035
Zm00001d003394			0.059787	0.0
Zm00001d003395			0.06015	0.17923
Zm00001d003398			0.023645	0.0
Zm00001d003399			0.042497	0.0
Zm00001d003401			0.079852	0.2052
Zm00001d003404			0.037306	0.0
Zm00001d003406			0.073779	0.0
Zm00001d003411			0.040685	0.0
Zm00001d003415			0.076878	0.0
Zm00001d003423			0.082632	0.25594
Zm00001d003426			0.051379	0.18683
Zm00001d003427			0.069956	0.0
Zm00001d003429			0.031372	0.10607
Zm00001d003430			0.05179	0.2109
Zm00001d003431			0.034041	0.0
Zm00001d003432			0.088926	0.0
Zm00001d003434			0.09439	0.0
Zm00001d003446			0.068338	0.30504
Zm00001d003448			0.068668	0.0
Zm00001d003457			0.065312	0.0
Zm00001d003459			0.048192	0.0
Zm00001d003460			0.075051	0.14904
Zm00001d003462			0.089537	0.0
Zm00001d003464			0.049522	0.091334
Zm00001d003468			0.04347	0.14514
Zm00001d003470			0.050101	0.17685
Zm00001d003476			0.1084	0.0
Zm00001d003477			0.0	0.16651
Zm00001d045475			0.047335	0.10124
Zm00001d003494			0.098702	0.32703
Zm00001d003495			0.072538	0.0
Zm00001d003500			0.080386	0.0
Zm00001d003504			0.0	0.24945
Zm00001d003509			0.0	0.0
Zm00001d003512			0.040061	0.0
Zm00001d003513			0.028857	0.0
Zm00001d003515			0.042397	0.0
Zm00001d003518			0.0	0.17994
Zm00001d003522			0.071573	0.0
Zm00001d003524			0.12493	0.2257
Zm00001d003525			0.0	0.0
Zm00001d003531			0.027452	0.0
Zm00001d003533			0.065772	0.0
Zm00001d003552			0.0	0.15708
Zm00001d003554			0.18234	0.19187
Zm00001d003556			0.072198	0.22533
Zm00001d003559			0.050294	0.0
Zm00001d003566			0.066275	0.21686
Zm00001d003584			0.0	0.23716
Zm00001d003588			0.070004	0.0
Zm00001d003589			0.045301	0.0
Zm00001d003590			0.080866	0.0
Zm00001d003602			0.068345	0.2007
Zm00001d003611			0.056033	0.14792
Zm00001d003612			0.04172	0.13555
Zm00001d003613			0.048918	0.10572
Zm00001d003616			0.064015	0.0
Zm00001d003621			0.072602	0.25175
Zm00001d003632			0.050433	0.18528
Zm00001d003640			0.0	0.0
Zm00001d003643			0.074481	0.20654
Zm00001d003644			0.0	0.20808
Zm00001d003652			0.093191	0.0
Zm00001d003654			0.0	0.0
Zm00001d003655			0.056941	0.17665
Zm00001d003658			0.070846	0.21683
Zm00001d003659			0.064722	0.25985
Zm00001d003660			0.067007	0.0
Zm00001d003663			0.050844	0.19917
Zm00001d003664			0.068085	0.0
Zm00001d003668			0.096124	0.22925
Zm00001d003669			0.0	0.0
Zm00001d003671			0.047293	0.1006
Zm00001d003672			0.063347	0.18231
Zm00001d003673			0.076156	0.16608
Zm00001d003676			0.029876	0.0
Zm00001d028622			0.083645	0.23937
Zm00001d003684			0.055086	0.0
Zm00001d003685			0.065435	0.18755
Zm00001d003702			0.048067	0.0
Zm00001d052536			0.10398	0.0
Zm00001d003707			0.10457	0.23526
Zm00001d003709			0.0	0.0
Zm00001d003712			0.058343	0.18077
Zm00001d003713			0.0	0.0
Zm00001d003715			0.0	0.20922
Zm00001d050697			0.03976	0.072154
Zm00001d003751			0.07286	0.23094
Zm00001d003756			0.042634	0.0
Zm00001d003757			0.055172	0.0
Zm00001d003767			0.0098162	0.0
Zm00001d003773			0.0	0.0
Zm00001d003776			0.033842	0.0
Zm00001d049240			0.0	0.0
Zm00001d003793			0.0	0.0
Zm00001d003800			0.099295	0.0
Zm00001d003801			0.020251	0.0
Zm00001d003813			0.41996	0.27679
Zm00001d003817			0.035688	0.11888
Zm00001d003822			0.0	0.0
Zm00001d003823			0.0	0.0
Zm00001d003830			0.072558	0.0
Zm00001d003836			0.075163	0.19002
Zm00001d003839			0.068285	0.16381
Zm00001d003840			0.049933	0.0
Zm00001d003846			0.0	0.076368
Zm00001d003847			0.056615	0.13465
Zm00001d003851			0.078281	0.0
Zm00001d003857			0.095995	0.22821
Zm00001d003861			0.067211	0.0
Zm00001d003864			0.060362	0.0
Zm00001d003869			0.057761	0.0
Zm00001d003877			0.029883	0.0
Zm00001d003878			0.0	0.18352
Zm00001d003879			0.055745	0.22326
Zm00001d003888			0.0	0.18452
Zm00001d003889			0.081284	0.0
Zm00001d003890			0.073188	0.0
Zm00001d003895			0.053042	0.075321
Zm00001d003905			0.053793	0.0
Zm00001d003911			0.051635	0.18776
Zm00001d003917			0.08093	0.19767
Zm00001d003920			0.0	0.0
Zm00001d003922			0.057107	0.24174
Zm00001d003923			0.071783	0.21503
Zm00001d003925			0.0	0.0
Zm00001d025252			0.071951	0.28973
Zm00001d003935			0.073207	0.0
Zm00001d003938			0.052915	0.0
Zm00001d003941			0.049821	0.0
Zm00001d003945			0.060172	0.0
Zm00001d003947			0.078125	0.1772
Zm00001d003948			0.062379	0.24146
Zm00001d003957			0.068158	0.0
Zm00001d003958			0.062577	0.0
Zm00001d003974			0.055977	0.22056
Zm00001d003975			0.035746	0.0
Zm00001d003984			0.0	0.0
Zm00001d004006			0.084652	0.19938
Zm00001d009509			0.066118	0.19561
Zm00001d004012			0.070906	0.12279
Zm00001d004013			0.11158	0.0
Zm00001d004020			0.049899	0.0
Zm00001d004021			0.053132	0.090092
Zm00001d004022			0.091589	0.17521
Zm00001d004023			0.057422	0.16153
Zm00001d004025			0.070638	0.23555
Zm00001d004027			0.073479	0.0
Zm00001d004046			0.0	0.0
Zm00001d004048			0.039171	0.10673
Zm00001d004051			0.0	0.0
Zm00001d004052			0.089892	0.0
Zm00001d004057			0.06862	0.0
Zm00001d004058			0.072507	0.0
Zm00001d004070			0.089157	0.23614
Zm00001d004075			0.0	0.22477
Zm00001d004087			0.0	0.0
Zm00001d004089			0.057127	0.26407
Zm00001d004090			0.0	0.14372
Zm00001d004091			0.079003	0.0
Zm00001d004096			0.0	0.0
Zm00001d004099			0.0	0.0
Zm00001d004118			0.044565	0.1871
Zm00001d004119			0.10111	0.1905
Zm00001d004120			0.0	0.0
Zm00001d004123			0.07349	0.0
Zm00001d004125			0.066757	0.22267
Zm00001d004132			0.095551	0.178
Zm00001d004136			0.08279	0.19998
Zm00001d004138			0.061588	0.0
Zm00001d004139			0.065787	0.22156
Zm00001d004140			0.0	0.0
Zm00001d004143			0.047991	0.0
Zm00001d004153			0.063816	0.24331
Zm00001d004154			0.063537	0.0
Zm00001d004159			0.068911	0.0
Zm00001d004164			0.042013	0.0
Zm00001d004166			0.0	0.0
Zm00001d004167			0.0	0.0
Zm00001d004169			0.0	0.0
Zm00001d004171			0.064634	0.22194
Zm00001d004172			0.068218	0.1777
Zm00001d004176			0.079573	0.21018
Zm00001d004193			0.067028	0.17713
Zm00001d004248			0.057452	0.0
Zm00001d004260			0.061658	0.0
Zm00001d004270			0.0	0.26371
Zm00001d004293			0.075571	0.0
Zm00001d004342			0.048012	0.078053
Zm00001d004346			0.036368	0.11037
Zm00001d004348			0.038679	0.0
Zm00001d004354			0.032181	0.0
Zm00001d025055			0.10392	0.0
Zm00001d004366			0.0	0.24232
Zm00001d004383			0.095813	0.0
Zm00001d004386			0.061495	0.27729
Zm00001d004389			0.0	0.0
Zm00001d004392			0.047495	0.23584
Zm00001d004396			0.072338	0.20184
Zm00001d004401			0.03897	0.078582
Zm00001d004413			0.088004	0.20507
Zm00001d004426			0.0	0.23057
Zm00001d004430			0.0	0.0
Zm00001d004437			0.058872	0.0
Zm00001d004438			0.055427	0.069625
Zm00001d004440			0.0	0.0
Zm00001d004443			0.054862	0.0
Zm00001d004448			0.078889	0.1871
Zm00001d004451			0.08125	0.0
Zm00001d004452			0.056095	0.0
Zm00001d004460			0.0	0.0
Zm00001d004462			0.0	0.0
Zm00001d004463			0.048543	0.14643
Zm00001d004465			0.0	0.0
Zm00001d004466			0.067192	0.24598
Zm00001d004472			0.0	0.0
Zm00001d004473			0.068622	0.20062
Zm00001d004478			0.048305	0.0
Zm00001d004480			0.0	0.0
Zm00001d004489			0.041557	0.0
Zm00001d004498			0.0	0.22875
Zm00001d004509			0.082971	0.0
Zm00001d004513			0.056454	0.16582
Zm00001d004521			0.0	0.0
Zm00001d004524			0.085903	0.0
Zm00001d004539			0.0	0.0
Zm00001d004541			0.075038	0.24856
Zm00001d024933			0.091754	0.093548
Zm00001d004545			0.0	0.0
Zm00001d004551			0.063621	0.0
Zm00001d004552			0.096166	0.25899
Zm00001d004555			0.0	0.0
Zm00001d004559			0.080115	0.0
Zm00001d004564			0.035129	0.21813
Zm00001d004568			0.11601	0.21566
Zm00001d004573			0.068924	0.24708
Zm00001d004591			0.078723	0.23263
Zm00001d004611			0.0	0.24591
Zm00001d004616			0.0	0.13948
Zm00001d004624			0.14891	0.20286
Zm00001d004626			0.064481	0.19442
Zm00001d004635			0.0	0.16339
Zm00001d004639			0.063028	0.0
Zm00001d004644			0.0	0.0
Zm00001d004659			0.0	0.0
Zm00001d004664			0.0	0.0
Zm00001d004667			0.06342	0.20669
Zm00001d004669			0.0	0.16489
Zm00001d004677			0.089155	0.27897
Zm00001d004687			0.0	0.3715
Zm00001d004689			0.14515	0.27677
Zm00001d004700			0.11177	0.0
Zm00001d004702			0.061001	0.16144
Zm00001d004705			0.043561	0.0
Zm00001d004707			0.0	0.0
Zm00001d004709			0.0	0.0
Zm00001d004720			0.069075	0.0
Zm00001d004731			0.13605	0.29766
Zm00001d004734			0.048839	0.0
Zm00001d004737			0.089213	0.0
Zm00001d004740			0.0	0.23002
Zm00001d004751			0.087222	0.0
Zm00001d004753			0.051849	0.14546
Zm00001d004754			0.077728	0.0
Zm00001d004758			0.057063	0.16309
Zm00001d004763			0.0	0.24951
Zm00001d004768			0.081722	0.20472
Zm00001d004779			0.061205	0.23274
Zm00001d004784			0.0	0.0
Zm00001d004785			0.078952	0.22628
Zm00001d053017			0.11798	0.0
Zm00001d004807			0.077268	0.20811
Zm00001d004812			0.070613	0.20114
Zm00001d004818			0.0	0.0
Zm00001d004837			0.053278	0.18888
Zm00001d004843			0.053831	0.19993
Zm00001d004848			0.0	0.0
Zm00001d004851			0.056962	0.0
Zm00001d004855			0.075607	0.21466
Zm00001d004857			0.054061	0.0
Zm00001d004866			0.0	0.17929
Zm00001d004881			0.051319	0.19461
Zm00001d004894			0.035742	0.17608
Zm00001d004896			0.071709	0.2089
Zm00001d004898			0.06942	0.0
Zm00001d004899			0.0	0.0
Zm00001d004908			0.0	0.0
Zm00001d004925			0.078752	0.22958
Zm00001d004927			0.10334	0.26867
Zm00001d004929			0.061737	0.16234
Zm00001d004930			0.076286	0.20538
Zm00001d004934			0.0	0.2536
Zm00001d004936			0.09149	0.19945
Zm00001d004956			0.070454	0.24463
Zm00001d004959			0.054735	0.0
Zm00001d004960			0.064635	0.24892
Zm00001d004972			0.047855	0.21533
Zm00001d004976			0.059686	0.20735
Zm00001d004978			0.0	0.0
Zm00001d004979			0.028187	0.13969
Zm00001d004982			0.054059	0.17828
Zm00001d004986			0.062736	0.2198
Zm00001d004992			0.078978	0.0
Zm00001d004993			0.064659	0.0
Zm00001d004997			0.075961	0.0
Zm00001d005003			0.079004	0.19173
Zm00001d005004			0.0	0.20701
Zm00001d005018			0.050243	0.0
Zm00001d005019			0.06544	0.15558
Zm00001d005023			0.070193	0.0
Zm00001d005026			0.079316	0.22952
Zm00001d005039			0.062683	0.0
Zm00001d005047			0.072608	0.0
Zm00001d005051			0.0	0.0
Zm00001d005062			0.058027	0.23918
Zm00001d005064			0.0	0.0
Zm00001d005065			0.057957	0.18826
Zm00001d005071			0.0	0.0
Zm00001d005085			0.065373	0.042924
Zm00001d005089			0.0	0.32622
Zm00001d005090			0.071114	0.21226
Zm00001d052294			0.0	0.0
Zm00001d005094			0.060602	0.0
Zm00001d044601			0.059606	0.14722
Zm00001d005102			0.0	0.21232
Zm00001d005105			0.04676	0.20714
Zm00001d005106			0.077043	0.21056
Zm00001d005108			0.067284	0.24378
Zm00001d005109			0.0	0.0
Zm00001d005110			0.0	0.0
Zm00001d005114			0.091671	0.0
Zm00001d005127			0.052909	0.0
Zm00001d005135			0.0	0.0
Zm00001d005137			0.0	0.0
Zm00001d005140			0.090183	0.21128
Zm00001d005144			0.078428	0.0
Zm00001d005146			0.11328	0.0
Zm00001d005151			0.070328	0.22822
Zm00001d005157			0.080388	0.25023
Zm00001d005159			0.083045	0.22901
Zm00001d005161			0.0	0.0
Zm00001d005164			0.0	0.0
Zm00001d005168			0.047196	0.16201
Zm00001d005170			0.056911	0.19594
Zm00001d005174			0.065985	0.0
Zm00001d019241			0.067115	0.0
Zm00001d005179			0.060117	0.2164
Zm00001d005188			0.067255	0.2652
Zm00001d005190			0.0	0.24533
Zm00001d005192			0.0	0.0
Zm00001d005193			0.047185	0.0
Zm00001d032849			0.068078	0.0
Zm00001d005199			0.083185	0.0
Zm00001d019219			0.092919	0.22824
Zm00001d005228			0.099675	0.31813
Zm00001d005230			0.048406	0.0
Zm00001d005231			0.0	0.23146
Zm00001d005238			0.076722	0.24136
Zm00001d005241			0.05288	0.0
Zm00001d005244			0.046832	0.0
Zm00001d005248			0.067856	0.14897
Zm00001d005250			0.0	0.0
Zm00001d005251			0.1151	0.20608
Zm00001d005253			0.083709	0.11271
Zm00001d005256			0.0	0.0
Zm00001d005264			0.074849	0.2203
Zm00001d005266			0.0	0.0
Zm00001d005269			0.074098	0.0
Zm00001d005271			0.070978	0.22363
Zm00001d005276			0.075269	0.24483
Zm00001d005281			0.065207	0.23083
Zm00001d005284			0.21141	0.1455
Zm00001d005295			0.070164	0.22699
Zm00001d005298			0.0	0.0
Zm00001d005299			0.0	0.0
Zm00001d005303			0.070748	0.0
Zm00001d005306			0.11437	0.27926
Zm00001d005308			0.0	0.0
Zm00001d005312			0.073384	0.26834
Zm00001d005315			0.07318	0.22586
Zm00001d005323			0.076425	0.0
Zm00001d005328			0.0	0.23116
Zm00001d005334			0.092906	0.21158
Zm00001d005338			0.069766	0.15564
Zm00001d005343			0.080801	0.23108
Zm00001d005344			0.16745	0.0
Zm00001d005346			0.038463	0.0
Zm00001d005347			0.080882	0.22352
Zm00001d005348			0.069261	0.0
Zm00001d005350			0.070798	0.18645
Zm00001d005351			0.077966	0.25567
Zm00001d005355			0.053759	0.19358
Zm00001d005356			0.06102	0.15222
Zm00001d005358			0.055188	0.0
Zm00001d005359			0.042375	0.0
Zm00001d005368			0.043546	0.20536
Zm00001d005373			0.04282	0.0
Zm00001d005391			0.067924	0.20983
Zm00001d005392			0.05459	0.0
Zm00001d005393			0.069785	0.0
Zm00001d019576			0.0	0.20642
Zm00001d005403			0.073997	0.0
Zm00001d005406			0.0	0.0
Zm00001d005421			0.092707	0.0
Zm00001d005434			0.024196	0.0
Zm00001d005436			0.062877	0.0
Zm00001d005446			0.03302	0.11768
Zm00001d005451			0.0	0.0
Zm00001d005453			0.069296	0.18845
Zm00001d005454			0.044484	0.0
Zm00001d005456			0.0	0.24874
Zm00001d005457			0.03908	0.0
Zm00001d005459			0.11056	0.23904
Zm00001d005460			0.061117	0.0
Zm00001d005461			0.091323	0.22842
Zm00001d005464			0.040609	0.0
Zm00001d005465			0.045848	0.0
Zm00001d005466			0.0	0.0
Zm00001d005468			0.082575	0.0
Zm00001d005470			0.0	0.2961
Zm00001d005472			0.054123	0.18613
Zm00001d005473			0.063599	0.1984
Zm00001d005482			0.042527	0.14323
Zm00001d005484			0.0	0.0
Zm00001d005485			0.093279	0.26454
Zm00001d005489			0.075125	0.0
Zm00001d005495			0.05316	0.0
Zm00001d005498			0.053715	0.0
Zm00001d005501			0.0	0.0
Zm00001d005502			0.033604	0.14054
Zm00001d005504			0.0	0.0
Zm00001d005507			0.073813	0.0
Zm00001d005513			0.079997	0.26673
Zm00001d005516			0.0	0.0
Zm00001d019981			0.092344	0.0
Zm00001d005535			0.053769	0.0
Zm00001d005546			0.044466	0.12642
Zm00001d020019			0.045782	0.0
Zm00001d005558			0.069419	0.0
Zm00001d005573			0.069878	0.21551
Zm00001d005584			0.064952	0.0
Zm00001d005586			0.081908	0.0
Zm00001d005587			0.051048	0.0
Zm00001d005590			0.0	0.0
Zm00001d005594			0.082022	0.0
Zm00001d005598			0.053511	0.0
Zm00001d005612			0.077184	0.0
Zm00001d005614			0.071613	0.0
Zm00001d005624			0.059728	0.0
Zm00001d005627			0.067291	0.16622
Zm00001d005628			0.074039	0.0
Zm00001d005631			0.10127	0.0
Zm00001d005632			0.066792	0.0
Zm00001d005636			0.090832	0.27059
Zm00001d005638			0.072247	0.19016
Zm00001d005641			0.078101	0.0
Zm00001d005642			0.059474	0.0
Zm00001d005649			0.076157	0.2247
Zm00001d005650			0.065476	0.0
Zm00001d005662			0.075724	0.23276
Zm00001d050294			0.0	0.0
Zm00001d005674			0.082135	0.35622
Zm00001d005675			0.060347	0.1071
Zm00001d005680			0.0	0.19218
Zm00001d005682			0.089311	0.0
Zm00001d005688			0.0	0.0
Zm00001d005694			0.057355	0.0
Zm00001d020354			0.078766	0.20198
Zm00001d005707			0.068219	0.19572
Zm00001d005708			0.0	0.0
Zm00001d005711			0.077196	0.0
Zm00001d005713			0.0	0.22734
Zm00001d005716			0.072595	0.15042
Zm00001d005719			0.0	0.20181
Zm00001d005727			0.070031	0.20135
Zm00001d005732			0.063404	0.18646
Zm00001d020429			0.0	0.0
Zm00001d005739			0.0	0.0
Zm00001d005751			0.10424	0.25893
Zm00001d005754			0.0	0.0
Zm00001d005756			0.065917	0.22247
Zm00001d005757			0.046697	0.0
Zm00001d005762			0.052277	0.13853
Zm00001d005772			0.057479	0.0
Zm00001d005775			0.14361	0.25612
Zm00001d005776			0.0	0.0
Zm00001d005789			0.042458	0.0
Zm00001d005790			0.0	0.27839
Zm00001d005792			0.063278	0.0
Zm00001d005793			0.041973	0.0
Zm00001d005795			0.0	0.21193
Zm00001d005812			0.047027	0.11347
Zm00001d005814			0.050335	0.26638
Zm00001d005817			0.053863	0.072612
Zm00001d005818			0.064523	0.20703
Zm00001d005821			0.096885	0.18031
Zm00001d005822			0.18248	0.25059
Zm00001d005828			0.0	0.20958
Zm00001d005831			0.060583	0.0
Zm00001d005856			0.068051	0.0
Zm00001d005857			0.0	0.0
Zm00001d005859			0.065603	0.0
Zm00001d005866			0.10354	0.0
Zm00001d005894			0.0599	0.0
Zm00001d005895			0.080945	0.0
Zm00001d005902			0.080742	0.19363
Zm00001d005905			0.0	0.0
Zm00001d005909			0.088203	0.24029
Zm00001d005910			0.0	0.0
Zm00001d005912			0.0	0.20529
Zm00001d005925			0.073697	0.26222
Zm00001d005926			0.072128	0.0
Zm00001d005931			0.059803	0.0
Zm00001d005932			0.049024	0.17285
Zm00001d005934			0.066129	0.0
Zm00001d005950			0.036991	0.18672
Zm00001d005958			0.0	0.0
Zm00001d005961			0.079741	0.0
Zm00001d020826			0.071141	0.0
Zm00001d005969			0.072266	0.0
Zm00001d005973			0.021493	0.19046
Zm00001d005997			0.080097	0.19176
Zm00001d005998			0.063126	0.214
Zm00001d006002			0.033829	0.0
Zm00001d006008			0.081991	0.21434
Zm00001d006009			0.075054	0.24461
Zm00001d006010			0.059698	0.0
Zm00001d006025			0.0	0.14948
Zm00001d006026			0.0	0.0
Zm00001d006030			0.0	0.0
Zm00001d006034			0.07566	0.0
Zm00001d006036			0.1426	0.27844
Zm00001d006040			0.0	0.0
Zm00001d006041			0.089141	0.0
Zm00001d006045			0.0657	0.0
Zm00001d006046			0.070313	0.14902
Zm00001d006047			0.068834	0.0
Zm00001d006049			0.087452	0.27262
Zm00001d006050			0.036146	0.0
Zm00001d006052			0.062307	0.0
Zm00001d006055			0.069069	0.0
Zm00001d006057			0.057157	0.20352
Zm00001d006061			0.074229	0.20986
Zm00001d007768			0.050201	0.0
Zm00001d006071			0.086156	0.0
Zm00001d006079			0.057285	0.30648
Zm00001d006080			0.092956	0.23683
Zm00001d006084			0.066972	0.22698
Zm00001d006094			0.0	0.0
Zm00001d006097			0.055251	0.0
Zm00001d006098			0.082101	0.25922
Zm00001d006100			0.076684	0.21357
Zm00001d006102			0.025565	0.0
Zm00001d006103			0.050801	0.0
Zm00001d006107			0.0	0.0
Zm00001d006108			0.050533	0.0
Zm00001d006112			0.0	0.22311
Zm00001d006113			0.06681	0.2256
Zm00001d006118			0.071533	0.0
Zm00001d006119			0.079923	0.34942
Zm00001d006124			0.062388	0.21902
Zm00001d006125			0.071418	0.21219
Zm00001d006127			0.070209	0.0
Zm00001d006128			0.055622	0.0
Zm00001d006133			0.088145	0.28547
Zm00001d006147			0.0	0.21068
Zm00001d006148			0.08444	0.0
Zm00001d006153			0.0	0.0
Zm00001d006160			0.089887	0.29295
Zm00001d006166			0.10315	0.0
Zm00001d006167			0.070763	0.22016
Zm00001d006176			0.072646	0.17878
Zm00001d006179			0.06638	0.0
Zm00001d006182			0.063585	0.0
Zm00001d006183			0.0	0.218
Zm00001d006185			0.056434	0.17072
Zm00001d006193			0.0	0.0
Zm00001d021267			0.0	0.21418
Zm00001d006198			0.049292	0.0
Zm00001d006199			0.0589	0.24007
Zm00001d006203			0.052115	0.18426
Zm00001d006204			0.051253	0.32354
Zm00001d006213			0.02777	0.20066
Zm00001d006214			0.066044	0.21155
Zm00001d006217			0.0	0.0
Zm00001d006220			0.082476	0.0
Zm00001d006221			0.076242	0.0
Zm00001d006226			0.0	0.0
Zm00001d006227			0.082445	0.26202
Zm00001d006235			0.070905	0.24095
Zm00001d006238			0.067342	0.1896
Zm00001d006242			0.075592	0.23667
Zm00001d006243			0.06975	0.0
Zm00001d006244			0.07374	0.0
Zm00001d006246			0.048237	0.23919
Zm00001d006249			0.0	0.0
Zm00001d006250			0.089668	0.19933
Zm00001d006251			0.066174	0.18836
Zm00001d006255			0.0	0.0
Zm00001d006257			0.0	0.0
Zm00001d006267			0.10193	0.27737
Zm00001d006270			0.073692	0.22767
Zm00001d006286			0.065343	0.0
Zm00001d006287			0.079881	0.0
Zm00001d006296			0.065427	0.21298
Zm00001d006298			0.047372	0.038774
Zm00001d006307			0.07599	0.33391
Zm00001d006309			0.080541	0.21223
Zm00001d021420			0.0623	0.0
Zm00001d006311			0.071334	0.0
Zm00001d006317			0.093491	0.0
Zm00001d006320			0.0	0.0
Zm00001d006322			0.0	0.0
Zm00001d006328			0.08614	0.0
Zm00001d006336			0.0	0.24917
Zm00001d006340			0.0	0.0
Zm00001d006342			0.060597	0.20362
Zm00001d006344			0.0	0.13738
Zm00001d006348			0.062233	0.0
Zm00001d006351			0.0	0.0
Zm00001d006355			0.070511	0.0
Zm00001d006357			0.082515	0.19315
Zm00001d006361			0.067149	0.1813
Zm00001d006364			0.0	0.0
Zm00001d006365			0.2477	0.0
Zm00001d006371			0.059882	0.21076
Zm00001d006374			0.10135	0.30189
Zm00001d006377			0.035555	0.19699
Zm00001d006384			0.05451	0.0
Zm00001d006389			0.0	0.0
Zm00001d006397			0.097005	0.0
Zm00001d006399			0.0	0.0
Zm00001d006401			0.029	0.1525
Zm00001d006402			0.035953	0.13918
Zm00001d006403			0.04119	0.13749
Zm00001d006409			0.071302	0.0
Zm00001d006410			0.067316	0.16906
Zm00001d006419			0.0	0.0
Zm00001d006422			0.073749	0.20625
Zm00001d006428			0.0	0.0
Zm00001d006433			0.078143	0.062299
Zm00001d006438			0.0669	0.22567
Zm00001d006439			0.082606	0.19221
Zm00001d006446			0.048636	0.1477
Zm00001d006449			0.077656	0.16562
Zm00001d006451			0.046669	0.0
Zm00001d006455			0.068674	0.0
Zm00001d006459			0.067603	0.15151
Zm00001d006461			0.073927	0.23384
Zm00001d006463			0.05355	0.0
Zm00001d045732			0.0	0.0
Zm00001d006467			0.0	0.0
Zm00001d006472			0.0	0.0
Zm00001d006474			0.061247	0.0
Zm00001d006476			0.081213	0.0
Zm00001d006479			0.082026	0.3019
Zm00001d006488			0.067902	0.0
Zm00001d006491			0.082069	0.0
Zm00001d006496			0.067911	0.0
Zm00001d006497			0.078389	0.0
Zm00001d006504			0.076976	0.21512
Zm00001d021652			0.08141	0.18172
Zm00001d006511			0.035743	0.0
Zm00001d006512			0.061545	0.0
Zm00001d006520			0.037216	0.017683
Zm00001d006521			0.0	0.0
Zm00001d006524			0.070976	0.083503
Zm00001d006526			0.0	0.0
Zm00001d006533			0.061911	0.14743
Zm00001d006538			0.0	0.0
Zm00001d006539			0.060726	0.19609
Zm00001d006540			0.071295	0.0
Zm00001d021706			0.065826	0.21123
Zm00001d021707			0.0	0.18256
Zm00001d006551			0.0	0.0
Zm00001d006555			0.079386	0.0
Zm00001d006561			0.0	0.17818
Zm00001d006562			0.0	0.0
Zm00001d006565			0.077248	0.1992
Zm00001d006567			0.0	0.0
Zm00001d006568			0.0	0.0
Zm00001d006570			0.037887	0.0
Zm00001d006573			0.081602	0.23971
Zm00001d006574			0.06914	0.0
Zm00001d006580			0.064782	0.0
Zm00001d006581			0.054396	0.1756
Zm00001d006587			0.002768	0.095815
Zm00001d006588			0.029055	0.13767
Zm00001d006593			0.031952	0.0
Zm00001d006595			0.079943	0.38965
Zm00001d006596			0.1037	0.22219
Zm00001d006602			0.07387	0.0
Zm00001d006605			0.0	0.16393
Zm00001d006607			0.073015	0.19087
Zm00001d006610			0.031306	0.090591
Zm00001d006611			0.0	0.21935
Zm00001d006613			0.070157	0.20205
Zm00001d021817			0.057943	0.0
Zm00001d006619			0.074915	0.24346
Zm00001d006621			0.081283	0.2587
Zm00001d006623			0.066393	0.20403
Zm00001d006624			0.054806	0.0
Zm00001d006625			0.071463	0.0
Zm00001d006628			0.057841	0.15947
Zm00001d006630			0.05778	0.0
Zm00001d006631			0.0	0.0
Zm00001d006638			0.144	0.0
Zm00001d006640			0.054938	0.1802
Zm00001d006645			0.051426	0.23064
Zm00001d021891			0.072186	0.23258
Zm00001d006657			0.065788	0.0
Zm00001d006659			0.092413	0.0
Zm00001d006663			0.015887	0.24101
Zm00001d006667			0.089273	0.21324
Zm00001d006669			0.03842	0.0
Zm00001d006670			0.069243	0.0
Zm00001d006676			0.094253	0.21437
Zm00001d006678			0.06939	0.23415
Zm00001d006680			0.07079	0.23924
Zm00001d006681			0.067211	0.0
Zm00001d006683			0.090373	0.0
Zm00001d006684			0.061848	0.19473
Zm00001d006688			0.0	0.0
Zm00001d006697			0.074618	0.21538
Zm00001d006701			0.061516	0.0
Zm00001d006702			0.0	0.0
Zm00001d006704			0.10294	0.0
Zm00001d006705			0.0	0.0
Zm00001d006708			0.077494	0.0
Zm00001d006710			0.052081	0.0
Zm00001d006714			0.066237	0.22742
Zm00001d006717			0.088095	0.0
Zm00001d006722			0.0	0.0
Zm00001d006725			0.072843	0.19956
Zm00001d006750			0.052433	0.0
Zm00001d022010			0.0	0.0
Zm00001d006753			0.053235	0.0
Zm00001d006756			0.05322	0.15223
Zm00001d022042			0.087681	0.23366
Zm00001d006769			0.076585	0.23654
Zm00001d006771			0.06186	0.16716
Zm00001d006779			0.048807	0.0
Zm00001d006780			0.073464	0.33523
Zm00001d006786			0.0	0.0
Zm00001d006788			0.0	0.0
Zm00001d006789			0.075977	0.0
Zm00001d006794			0.0	0.22455
Zm00001d006795			0.05338	0.0
Zm00001d006796			0.037292	0.77395
Zm00001d006822			0.070247	0.14019
Zm00001d006825			0.0	0.2253
Zm00001d006833			0.046538	0.10995
Zm00001d006834			0.053058	0.0
Zm00001d006836			0.088456	0.27354
Zm00001d006838			0.0	0.0
Zm00001d006844			0.0	0.0
Zm00001d006853			0.069941	0.0
Zm00001d006864			0.064688	0.17902
Zm00001d022144			0.073914	0.0
Zm00001d006868			0.043755	0.20516
Zm00001d006871			0.040089	0.0
Zm00001d006872			0.074871	0.0
