Protein	Gene	Protein Description	LFQ intensity B73_TMT1_1	LFQ intensity Y12_TMT1_1
Zm00001d010443			0.0	0.18766
Zm00001d010448			0.075639	0.0
Zm00001d010451			0.10909	0.0
Zm00001d010452			0.083599	0.0
Zm00001d010454			0.086889	0.21255
Zm00001d010455			0.079512	0.2125
Zm00001d038088			0.055157	0.0
Zm00001d010470			0.065729	0.0
Zm00001d010476			0.070391	0.24599
Zm00001d010478			0.079376	0.24246
Zm00001d010480			0.05982	0.20307
Zm00001d010488			0.042171	0.0
Zm00001d010491			0.054048	0.0
Zm00001d010500			0.08105	0.24095
Zm00001d010504			0.07971	0.2468
Zm00001d010512			0.067733	0.0
Zm00001d010519			0.050332	0.22023
Zm00001d010521			0.069091	0.16041
Zm00001d010522			0.073821	0.19469
Zm00001d010523			0.055914	0.16359
Zm00001d010527			0.055555	0.18778
Zm00001d010528			0.074394	0.0
Zm00001d010529			0.085013	0.0
Zm00001d010530			0.075584	0.22164
Zm00001d010534			0.067975	0.19124
Zm00001d010535			0.050995	0.0
Zm00001d010537			0.0	0.0
Zm00001d038380			0.08311	0.15603
Zm00001d010540			0.0	0.0
Zm00001d038393			0.0	0.0
Zm00001d010556			0.061905	0.22805
Zm00001d010558			0.076706	0.0
Zm00001d010564			0.075692	0.20818
Zm00001d012978			0.083905	0.25546
Zm00001d010572			0.065578	0.2397
Zm00001d038397			0.0	0.0
Zm00001d010579			0.062677	0.19005
Zm00001d010586			0.065033	0.28145
Zm00001d010588			0.0	0.0
Zm00001d010589			0.075601	0.0
Zm00001d010590			0.09625	0.34145
Zm00001d010592			0.0	0.0
Zm00001d010596			0.043041	0.0
Zm00001d010599			0.0	0.0
Zm00001d010602			0.069705	0.0
Zm00001d010604			0.10825	0.0
Zm00001d010606			0.038483	0.076822
Zm00001d010607			0.0	0.0
Zm00001d010610			0.0	0.1683
Zm00001d010614			0.067184	0.0
Zm00001d010615			0.0	0.0
Zm00001d038521			0.026402	0.0
Zm00001d013758			0.089315	0.0
Zm00001d010638			0.049764	0.0
Zm00001d010639			0.09193	0.22468
Zm00001d010646			0.059008	0.0
Zm00001d010649			0.097715	0.256
Zm00001d010654			0.072667	0.23246
Zm00001d043150			0.058706	0.0
Zm00001d010672			0.037864	0.06189
Zm00001d010675			0.07265	0.22178
Zm00001d010689			0.091147	0.45263
Zm00001d010690			0.0	0.36549
Zm00001d010693			0.10106	0.3357
Zm00001d010698			0.095802	0.21197
Zm00001d010700			0.061493	0.0
Zm00001d010703			0.0	0.0
Zm00001d010714			0.060688	0.19968
Zm00001d010716			0.0	0.0
Zm00001d010719			0.056718	0.18626
Zm00001d010720			0.065842	0.0
Zm00001d010722			0.0	0.0
Zm00001d010724			0.054531	0.0
Zm00001d010727			0.071461	0.0
Zm00001d010728			0.051885	0.0
Zm00001d010731			0.087283	0.16783
Zm00001d010733			0.0	0.0
Zm00001d010736			0.21493	0.33767
Zm00001d010744			0.10828	0.20279
Zm00001d010752			0.049893	0.0
Zm00001d010755			0.072353	0.0
Zm00001d010758			0.0	0.24367
Zm00001d010770			0.073029	0.0
Zm00001d010783			0.0	0.0
Zm00001d010790			0.056854	0.0
Zm00001d010792			0.0	0.18611
Zm00001d010796			0.075436	0.24192
Zm00001d010797			0.030821	0.25641
Zm00001d010799			0.048933	0.0
Zm00001d010806			0.059643	0.0
Zm00001d010811			0.0	0.0
Zm00001d010813			0.0	0.0
Zm00001d010819			0.0	0.0
Zm00001d010821			0.05339	0.13625
Zm00001d010824			0.086883	0.34038
Zm00001d010825			0.092132	0.0
Zm00001d010832			0.043985	0.20178
Zm00001d010835			0.063056	0.2297
Zm00001d010838			0.0	0.0
Zm00001d010840			0.096124	0.27433
Zm00001d010850			0.076048	0.0
Zm00001d010852			0.062603	0.12634
Zm00001d010855			0.067633	0.17463
Zm00001d010856			0.077056	0.0
Zm00001d010858			0.0	0.22282
Zm00001d010859			0.056151	0.23902
Zm00001d010867			0.099612	0.25905
Zm00001d010868			0.075975	0.22359
Zm00001d010869			0.04945	0.0
Zm00001d010870			0.089142	0.0
Zm00001d010871			0.046397	0.10762
Zm00001d010872			0.0	0.23216
Zm00001d010880			0.073536	0.20582
Zm00001d010887			0.095915	0.24855
Zm00001d010892			0.082245	0.22255
Zm00001d010901			0.085244	0.24896
Zm00001d010902			0.064625	0.0
Zm00001d010908			0.0	0.0
Zm00001d010910			0.053367	0.22838
Zm00001d010911			0.11792	0.0
Zm00001d010915			0.099002	0.0
Zm00001d010919			0.074178	0.0
Zm00001d010924			0.074226	0.0
Zm00001d010927			0.091062	0.21762
Zm00001d010928			0.0	0.0
Zm00001d010943			0.062099	0.0
Zm00001d010944			0.058854	0.19711
Zm00001d010946			0.072044	0.22334
Zm00001d010950			0.13112	0.29089
Zm00001d010954			0.074991	0.0
Zm00001d010956			0.0	0.0
Zm00001d010958			0.048222	0.0
Zm00001d010965			0.0	0.0
Zm00001d010970			0.088681	0.0
Zm00001d010971			0.079159	0.0
Zm00001d010975			0.0	0.14877
Zm00001d010976			0.088231	0.26462
Zm00001d010982			0.0	0.0
Zm00001d010994			0.071116	0.22866
Zm00001d010995			0.046384	0.0
Zm00001d010997			0.072422	0.0
Zm00001d011001			0.0	0.0
Zm00001d011004			0.055587	0.0
Zm00001d011006			0.0	0.28246
Zm00001d011012			0.031359	0.0
Zm00001d011013			0.072903	0.24103
Zm00001d011034			0.070199	0.18921
Zm00001d011035			0.048923	0.0
Zm00001d011036			0.092732	0.24851
Zm00001d011037			0.058599	0.0
Zm00001d011050			0.06147	0.0
Zm00001d011056			0.05158	0.0
Zm00001d011061			0.0	0.0
Zm00001d011068			0.0	0.0
Zm00001d011069			0.035245	0.066868
Zm00001d011073			0.04529	0.0
Zm00001d011078			0.062914	0.1825
Zm00001d011079			0.03274	0.23916
Zm00001d011080			0.066071	0.32473
Zm00001d011081			0.078201	0.20075
Zm00001d035720			0.073382	0.19588
Zm00001d011089			0.0	0.14834
Zm00001d011091			0.061194	0.20965
Zm00001d011092			0.056249	0.0
Zm00001d011093			0.032336	0.0
Zm00001d011096			0.071508	0.0
Zm00001d011097			0.16783	0.31718
Zm00001d011099			0.1002	0.23432
Zm00001d011100			0.08737	0.17954
Zm00001d011102			0.079605	0.25908
Zm00001d011103			0.056853	0.13623
Zm00001d011104			0.038526	0.23411
Zm00001d011108			0.068966	0.15198
Zm00001d011113			0.082185	0.093128
Zm00001d011119			0.084142	0.2152
Zm00001d011121			0.10745	0.34931
Zm00001d011122			0.057675	0.29961
Zm00001d011125			0.055553	0.0
Zm00001d011130			0.061864	0.0
Zm00001d011135			0.0	0.0
Zm00001d038839			0.033525	0.22014
Zm00001d011138			0.055633	0.19818
Zm00001d011139			0.063321	0.0
Zm00001d011147			0.045946	0.0
Zm00001d011149			0.0	0.0
Zm00001d011154			0.025354	0.10987
Zm00001d011158			0.089419	0.0
Zm00001d011159			0.074807	0.0
Zm00001d011162			0.070675	0.24779
Zm00001d011167			0.0	0.0
Zm00001d011177			0.071786	0.0
Zm00001d011178			0.046807	0.20077
Zm00001d011179			0.075051	0.21789
Zm00001d011180			0.0	0.0
Zm00001d011183			0.031335	0.12234
Zm00001d011188			0.076522	0.21306
Zm00001d011192			0.065868	0.20886
Zm00001d011199			0.08832	0.0
Zm00001d011204			0.0	0.0
Zm00001d011208			0.18706	0.27254
Zm00001d011210			0.062689	0.0
Zm00001d011211			0.0	0.0
Zm00001d011213			0.067655	0.14926
Zm00001d011217			0.045319	0.0
Zm00001d011220			0.076317	0.21441
Zm00001d011222			0.075399	0.0
Zm00001d011223			0.0	0.0
Zm00001d011225			0.095087	0.21517
Zm00001d011228			0.0	0.0
Zm00001d011231			0.0	0.0
Zm00001d011233			0.071941	0.0
Zm00001d011236			0.044036	0.0
Zm00001d011241			0.072272	0.19955
Zm00001d011242			0.075106	0.24805
Zm00001d011243			0.072735	0.29678
Zm00001d011245			0.078417	0.24416
Zm00001d011246			0.050119	0.0
Zm00001d011256			0.03492	0.0
Zm00001d011263			0.068552	0.21897
Zm00001d011272			0.051691	0.1734
Zm00001d011278			0.066822	0.27068
Zm00001d011282			0.063422	0.21735
Zm00001d011285			0.035428	0.067166
Zm00001d011298			0.073225	0.0
Zm00001d011301			0.042494	0.0
Zm00001d011302			0.065718	0.0
Zm00001d011308			0.069867	0.19109
Zm00001d011309			0.060471	0.23283
Zm00001d044445			0.056976	0.053869
Zm00001d011325			0.064156	0.2638
Zm00001d011329			0.0	0.0
Zm00001d011330			0.077706	0.18701
Zm00001d011334			0.066534	0.0
Zm00001d011336			0.069322	0.22487
Zm00001d011347			0.068697	0.18074
Zm00001d011348			0.091557	0.25369
Zm00001d011349			0.096606	0.2356
Zm00001d011352			0.0	0.22557
Zm00001d011353			0.0987	0.19532
Zm00001d011355			0.059148	0.0
Zm00001d011357			0.090897	0.28651
Zm00001d011360			0.056122	0.0
Zm00001d011362			0.020801	1.0
Zm00001d011363			0.068548	0.0
Zm00001d011366			0.0	0.0
Zm00001d011369			0.065431	0.21218
Zm00001d011370			0.062305	0.0
Zm00001d044191			0.0	0.0
Zm00001d011379			0.052481	0.11156
Zm00001d011386			0.043807	0.0
Zm00001d011392			0.093387	0.23061
Zm00001d011401			0.086952	0.19404
Zm00001d011411			0.071181	0.20125
Zm00001d011412			0.055867	0.0
Zm00001d011417			0.093803	0.21095
Zm00001d011418			0.073113	0.0
Zm00001d011420			0.0	0.0
Zm00001d011422			0.0	0.0
Zm00001d011425			0.0	0.0
Zm00001d011426			0.0	0.0
Zm00001d011427			0.068676	0.0
Zm00001d011433			0.0	0.0
Zm00001d011445			0.053126	0.16344
Zm00001d011447			0.064017	0.16862
Zm00001d011448			0.057954	0.21613
Zm00001d011454			0.03968	0.0
Zm00001d011461			0.040306	0.0
Zm00001d011474			0.085412	0.24575
Zm00001d011477			0.068914	0.0
Zm00001d011478			0.072185	0.0
Zm00001d011483			0.075073	0.22284
Zm00001d011487			0.087185	0.18219
Zm00001d011492			0.051372	0.33338
Zm00001d011504			0.069825	0.04413
Zm00001d011507			0.057167	0.20804
Zm00001d011510			0.062558	0.0
Zm00001d011512			0.053966	0.0
Zm00001d011513			0.044876	0.13471
Zm00001d011517			0.058818	0.20524
Zm00001d011519			0.0	0.0
Zm00001d011526			0.076369	0.23894
Zm00001d011531			0.056645	0.0
Zm00001d011532			0.084106	0.184
Zm00001d011561			0.0	0.0
Zm00001d011563			0.09132	0.2014
Zm00001d011565			0.067788	0.086128
Zm00001d043902			0.060965	0.0
Zm00001d011577			0.0	0.0
Zm00001d011581			0.081065	0.19055
Zm00001d011585			0.038288	0.0
Zm00001d011595			0.0	0.0
Zm00001d011599			0.050898	0.0
Zm00001d011606			0.058423	0.0
Zm00001d011610			0.071859	0.0
Zm00001d011611			0.062772	0.21889
Zm00001d011615			0.069683	0.18659
Zm00001d011618			0.0	0.0
Zm00001d011619			0.080358	0.21313
Zm00001d011625			0.074822	0.0
Zm00001d011631			0.07294	0.0
Zm00001d011632			0.059778	0.0
Zm00001d011634			0.07099	0.19347
Zm00001d011642			0.089948	0.28371
Zm00001d011644			0.0	0.0
Zm00001d011648			0.040145	0.0
Zm00001d011649			0.11836	0.305
Zm00001d011650			0.11862	0.23135
Zm00001d011652			0.0	0.0
Zm00001d011658			0.066703	0.16608
Zm00001d011661			0.051075	0.0
Zm00001d011668			0.082671	0.0
Zm00001d011676			0.069035	0.22534
Zm00001d011680			0.050773	0.22473
Zm00001d011684			0.068639	0.0
Zm00001d011685			0.0	0.0
Zm00001d011687			0.049323	0.0
Zm00001d011688			0.12425	0.17959
Zm00001d011691			0.051213	0.13564
Zm00001d011692			0.070238	0.19423
Zm00001d011696			0.079273	0.0
Zm00001d011699			0.081484	0.20819
Zm00001d011700			0.088597	0.0
Zm00001d011705			0.064552	0.26192
Zm00001d011706			0.086567	0.31292
Zm00001d011709			0.029748	0.0
Zm00001d011710			0.075391	0.0
Zm00001d011713			0.071676	0.0
Zm00001d011716			0.073071	0.23931
Zm00001d011717			0.086944	0.21498
Zm00001d011720			0.076794	0.0
Zm00001d011721			0.075777	0.17838
Zm00001d011732			0.058225	0.0
Zm00001d011734			0.040082	0.0
Zm00001d011735			0.0	0.0
Zm00001d011738			0.0	0.0
Zm00001d011740			0.0	0.0
Zm00001d011741			0.072326	0.0
Zm00001d011742			0.0	0.0
Zm00001d011750			0.073161	0.0
Zm00001d011755			0.14293	0.35696
Zm00001d011756			0.065763	0.0
Zm00001d011757			0.048616	0.0
Zm00001d011759			0.0	0.0
Zm00001d011760			0.0	0.16171
Zm00001d011766			0.086296	0.22888
Zm00001d011767			0.087099	0.25417
Zm00001d011770			0.071454	0.108
Zm00001d011773			0.071275	0.0
Zm00001d011775			0.053414	0.17965
Zm00001d011778			0.12279	0.0
Zm00001d011779			0.067677	0.0
Zm00001d011780			0.076063	0.0
Zm00001d011781			0.0	0.0
Zm00001d011782			0.093338	0.28876
Zm00001d011786			0.07848	0.16235
Zm00001d011787			0.112	0.0
Zm00001d011788			0.0	0.0
Zm00001d011789			0.0	0.0
Zm00001d011792			0.081388	0.20403
Zm00001d011799			0.048128	0.18716
Zm00001d011805			0.079765	0.0
Zm00001d011810			0.031431	0.0
Zm00001d011813			0.040714	0.063325
Zm00001d011816			0.070856	0.22108
Zm00001d011819			0.030476	0.0
Zm00001d011821			0.076789	0.0
Zm00001d011825			0.069944	0.0
Zm00001d011826			0.042361	0.17008
Zm00001d011827			0.064402	0.0
Zm00001d011830			0.0	0.0
Zm00001d011831			0.0	0.18105
Zm00001d011832			0.0	0.0
Zm00001d011833			0.041839	0.033776
Zm00001d011834			0.0	0.0
Zm00001d011835			0.0	0.0
Zm00001d011838			0.056622	0.0
Zm00001d011840			0.053541	0.23221
Zm00001d011842			0.038434	0.0
Zm00001d011845			0.057256	0.0
Zm00001d011846			0.085634	0.0
Zm00001d011850			0.084395	0.23384
Zm00001d011853			0.0	0.0
Zm00001d011854			0.072644	0.25113
Zm00001d011855			0.0829	0.24812
Zm00001d011868			0.0	0.13011
Zm00001d011873			0.0	0.17099
Zm00001d011877			0.080151	0.1093
Zm00001d011885			0.074707	0.0
Zm00001d011886			0.064917	0.0
Zm00001d011891			0.054638	0.19459
Zm00001d011900			0.078253	0.23758
Zm00001d011903			0.10047	0.0
Zm00001d011904			0.06472	0.0
Zm00001d011913			0.057732	0.20459
Zm00001d011917			0.0	0.0
Zm00001d011919			0.081782	0.20027
Zm00001d011920			0.057923	0.0
Zm00001d011923			0.0	0.21726
Zm00001d011929			0.040928	0.0
Zm00001d011930			0.0	0.0
Zm00001d011932			0.047708	0.0
Zm00001d011941			0.070084	0.2816
Zm00001d011943			0.0	0.21211
Zm00001d011945			0.078879	0.0
Zm00001d011956			0.046448	0.0
Zm00001d011958			0.17101	0.22248
Zm00001d011963			0.0	0.0
Zm00001d011964			0.0	0.0
Zm00001d011965			0.07843	0.20029
Zm00001d011966			0.074391	0.16763
Zm00001d011970			0.039482	0.0
Zm00001d011971			0.12867	0.21525
Zm00001d011979			0.058468	0.25805
Zm00001d011981			0.066805	0.19106
Zm00001d011983			0.069591	0.19598
Zm00001d011985			0.072758	0.18539
Zm00001d011992			0.077754	0.2225
Zm00001d011993			0.031312	0.070062
Zm00001d012003			0.066962	0.16167
Zm00001d042312			0.069459	0.0
Zm00001d012017			0.08347	0.263
Zm00001d012019			0.061148	0.0
Zm00001d012020			0.0	0.21798
Zm00001d012027			0.081728	0.30486
Zm00001d012033			0.050611	0.0
Zm00001d012035			0.0	0.0
Zm00001d012036			0.041244	0.17275
Zm00001d012042			0.074325	0.2013
Zm00001d012049			0.064266	0.0
Zm00001d012052			0.086596	0.18617
Zm00001d012059			0.060543	0.0
Zm00001d012060			0.06933	0.0
Zm00001d012061			0.053079	0.29419
Zm00001d012068			0.085444	0.0
Zm00001d012074			0.092136	0.0
Zm00001d012081			0.069549	0.22485
Zm00001d012083			0.051857	0.12395
Zm00001d012084			0.0	0.0
Zm00001d012085			0.061596	0.21906
Zm00001d012086			0.069832	0.23119
Zm00001d012087			0.079858	0.30123
Zm00001d012088			0.033336	0.11414
Zm00001d012090			0.0	0.15546
Zm00001d012092			0.079318	0.0
Zm00001d012098			0.0	0.0
Zm00001d012099			0.0	0.0
Zm00001d012101			0.079555	0.14824
Zm00001d012103			0.10036	0.25407
Zm00001d012108			0.0	0.0
Zm00001d012113			0.038128	0.12737
Zm00001d012118			0.067125	0.0
Zm00001d012121			0.08268	0.19222
Zm00001d012126			0.0	0.0
Zm00001d012127			0.072512	0.0
Zm00001d012130			0.0	0.22013
Zm00001d012137			0.065531	0.0
Zm00001d012141			0.057023	0.15321
Zm00001d012144			0.0	0.23888
Zm00001d012153			0.0	0.0
Zm00001d012155			0.0	0.0
Zm00001d012156			0.062746	0.20433
Zm00001d012159			0.098092	0.30798
Zm00001d012160			0.091602	0.21231
Zm00001d012161			0.079054	0.24933
Zm00001d012166			0.0	0.0
Zm00001d012168			0.021986	0.12131
Zm00001d012170			0.074973	0.22395
Zm00001d012173			0.11723	0.27366
Zm00001d012175			0.0	0.0
Zm00001d012176			0.052415	0.0
Zm00001d012177			0.0	0.0
Zm00001d012178			0.032241	0.0
Zm00001d012195			0.0	0.0
Zm00001d012196			0.052626	0.0
Zm00001d012197			0.053754	0.16397
Zm00001d012199			0.072714	0.20428
Zm00001d012211			0.060193	0.17762
Zm00001d012221			0.099104	0.0
Zm00001d012224			0.077732	0.20203
Zm00001d012228			0.10711	0.28798
Zm00001d012229			0.047539	0.0
Zm00001d012237			0.061353	0.17718
Zm00001d012239			0.0	0.0
Zm00001d012244			0.068026	0.22147
Zm00001d012247			0.040472	0.19248
Zm00001d012254			0.076428	0.21824
Zm00001d012257			0.0	0.0
Zm00001d012258			0.052653	0.0
Zm00001d042695			0.0	0.0
Zm00001d012267			0.071777	0.19168
Zm00001d012270			0.098044	0.0
Zm00001d012274			0.18073	0.0
Zm00001d012275			0.096576	0.0
Zm00001d016723			0.048121	0.0
Zm00001d012277			0.08012	0.20092
Zm00001d012284			0.057825	0.16895
Zm00001d012286			0.0	0.21477
Zm00001d012287			0.025059	0.17717
Zm00001d012289			0.060656	0.30966
Zm00001d012290			0.0	0.0
Zm00001d012292			0.0	0.0
Zm00001d012293			0.14605	0.0
Zm00001d012306			0.077213	0.0
Zm00001d012313			0.069099	0.0
Zm00001d012314			0.064233	0.1933
Zm00001d012321			0.0	0.0
Zm00001d012327			0.063324	0.0
Zm00001d012329			0.070039	0.1806
Zm00001d012336			0.060854	0.0
Zm00001d012339			0.054318	0.09682
Zm00001d012349			0.06621	0.2283
Zm00001d012353			0.039673	0.16762
Zm00001d012361			0.068231	0.0
Zm00001d012378			0.056193	0.20831
Zm00001d012382			0.068068	0.24188
Zm00001d012391			0.063924	0.0
Zm00001d012395			0.070824	0.25455
Zm00001d012400			0.0	0.14242
Zm00001d012401			0.0	0.0
Zm00001d012402			0.0	0.22113
Zm00001d012407			0.1159	0.28226
Zm00001d012417			0.0	0.0
Zm00001d012420			0.067586	0.36122
Zm00001d038376			0.081756	0.20326
Zm00001d012425			0.066833	0.0
Zm00001d012433			0.0	0.16015
Zm00001d012437			0.0	0.19675
Zm00001d012438			0.0	0.0
Zm00001d012446			0.077106	0.24182
Zm00001d012452			0.0	0.0
Zm00001d012457			0.080916	0.10736
Zm00001d012458			0.04257	0.21377
Zm00001d012460			0.061794	0.0
Zm00001d012464			0.089237	0.20404
Zm00001d042998			0.054962	0.0
Zm00001d012467			0.064097	0.0
Zm00001d012741			0.055982	0.0
Zm00001d012472			0.0	0.0
Zm00001d012474			0.0	0.0
Zm00001d012475			0.0	0.0
Zm00001d012476			0.0	0.0
Zm00001d012477			0.085725	0.0
Zm00001d012499			0.0	0.0
Zm00001d012501			0.074033	0.2507
Zm00001d012503			0.068565	0.21334
Zm00001d012504			0.0	0.0
Zm00001d012510			0.0	0.25606
Zm00001d012511			0.070899	0.22572
Zm00001d012514			0.050602	0.14775
Zm00001d012515			0.0	0.0
Zm00001d012518			0.096211	0.24754
Zm00001d012522			0.059022	0.0
Zm00001d012524			0.028932	0.14088
Zm00001d012525			0.068432	0.21333
Zm00001d012529			0.065978	0.0
Zm00001d012536			0.062328	0.0
Zm00001d012539			0.073651	0.0
Zm00001d012546			0.071961	0.22404
Zm00001d012549			0.0	0.0
Zm00001d012550			0.0	0.0
Zm00001d012556			0.071058	0.20992
Zm00001d012557			0.09038	0.25614
Zm00001d012559			0.0	0.0
Zm00001d012561			0.10849	0.17695
Zm00001d012567			0.069148	0.21592
Zm00001d012571			0.047903	0.26887
Zm00001d012572			0.053668	0.0
Zm00001d012581			0.12157	0.29498
Zm00001d012591			0.050672	0.22508
Zm00001d012597			0.059046	0.0
Zm00001d012598			0.067041	0.23549
Zm00001d012599			0.078513	0.1421
Zm00001d043229			0.0	0.0
Zm00001d012602			0.054665	0.118
Zm00001d012603			0.0	0.2729
Zm00001d012606			0.063622	0.23176
Zm00001d012607			0.094045	0.059779
Zm00001d012609			0.066008	0.0
Zm00001d012610			0.050773	0.0
Zm00001d012615			0.07833	0.0
Zm00001d012618			0.075839	0.2328
Zm00001d012620			0.059059	0.18562
Zm00001d012624			0.0	0.0
Zm00001d012625			0.0	0.0
Zm00001d012627			0.077429	0.0
Zm00001d012633			0.080096	0.0
Zm00001d012634			0.067952	0.20477
Zm00001d012640			0.0	0.20057
Zm00001d012643			0.0	0.0
Zm00001d043307			0.071004	0.0
Zm00001d012651			0.085844	0.23344
Zm00001d012652			0.072023	0.25398
Zm00001d012654			0.0	0.0
Zm00001d012655			0.0	0.0
Zm00001d012656			0.0	0.32545
Zm00001d012660			0.056263	0.21388
Zm00001d012661			0.080992	0.0
Zm00001d012662			0.07137	0.19419
Zm00001d012665			0.066253	0.20591
Zm00001d043336			0.0	0.0
Zm00001d012667			0.057919	0.11464
Zm00001d012670			0.0	0.0
Zm00001d012671			0.0	0.0
Zm00001d012673			0.048374	0.0
Zm00001d012674			0.064815	0.25288
Zm00001d012675			0.12743	0.24251
Zm00001d012677			0.07419100000000001	0.15696
Zm00001d012679			0.043094	0.0
Zm00001d012684			0.080145	0.0
Zm00001d012685			0.083929	0.15927
Zm00001d012687			0.080676	0.0
Zm00001d012689			0.059686	0.0
Zm00001d012693			0.059694	0.0
Zm00001d012694			0.0	0.0
Zm00001d012699			0.0	0.20197
Zm00001d012702			0.040949	0.067595
Zm00001d012709			0.067007	0.13677
Zm00001d012710			0.091371	0.23642
Zm00001d012718			0.078244	0.0
Zm00001d012728			0.07107	0.0
Zm00001d012732			0.09644	0.0
Zm00001d012735			0.059927	0.17484
Zm00001d012748			0.075474	0.23253
Zm00001d012750			0.063701	0.0
Zm00001d012751			0.054731	0.093563
Zm00001d012755			0.06439	0.044414
Zm00001d012760			0.097539	0.0
Zm00001d012763			0.064601	0.15033
Zm00001d012764			0.10465	0.0
Zm00001d012765			0.0	0.0
Zm00001d012770			0.073192	0.0
Zm00001d012771			0.064582	0.0
Zm00001d012772			0.03903	0.0
Zm00001d012773			0.054963	0.0
Zm00001d012776			0.058834	0.13831
Zm00001d012780			0.0	0.0
Zm00001d012781			0.0	0.24653
Zm00001d012782			0.087084	0.0
Zm00001d012785			0.067115	0.0
Zm00001d012787			0.0	0.0
Zm00001d012791			0.013652	0.0
Zm00001d012795			0.0	0.0
Zm00001d012800			0.0	0.16655
Zm00001d012808			0.098523	0.21594
Zm00001d012811			0.095291	0.0
Zm00001d012812			0.040807	0.0
Zm00001d012813			0.0	0.0
Zm00001d012815			0.053211	0.0
Zm00001d012816			0.0	0.22538
Zm00001d012817			0.099432	0.0
Zm00001d012819			0.10235	0.28954
Zm00001d012820			0.048411	0.17932
Zm00001d012824			0.064253	0.0
Zm00001d012825			0.081535	0.0
Zm00001d012826			0.085369	0.2197
Zm00001d012827			0.068337	0.14868
Zm00001d012833			0.0	0.0
Zm00001d034871			0.071121	0.15709
Zm00001d012837			0.037071	0.19159
Zm00001d012844			0.077042	0.22931
Zm00001d034857			0.045313	0.0
Zm00001d012846			0.084451	0.0
Zm00001d012848			0.0	0.0
Zm00001d012849			0.074117	0.0
Zm00001d012851			0.071783	0.23848
Zm00001d012852			0.044586	0.23447
Zm00001d012854			0.0	0.0
Zm00001d012857			0.077816	0.16994
Zm00001d012858			0.075969	0.19044
Zm00001d012861			0.072519	0.0
Zm00001d039801			0.0	0.0
Zm00001d012865			0.065746	0.27187
Zm00001d012866			0.069905	0.0
Zm00001d012868			0.045444	0.17285
Zm00001d012878			0.069226	0.18034
Zm00001d012881			0.049256	0.14217
Zm00001d012884			0.071134	0.21958
Zm00001d037886			0.082979	0.022054
Zm00001d012887			0.080314	0.22329
Zm00001d012889			0.0	0.18093
Zm00001d012890			0.068032	0.0
Zm00001d012891			0.054249	0.0
Zm00001d012892			0.097352	0.24064
Zm00001d012896			0.0	0.0
Zm00001d012909			0.14017	0.29912
Zm00001d012913			0.06875	0.0
Zm00001d012915			0.0	0.0
Zm00001d012916			0.0	0.0
Zm00001d012918			0.0	0.0
Zm00001d012922			0.063051	0.1891
Zm00001d012925			0.05758	0.0
Zm00001d012930			0.0	0.0
Zm00001d012931			0.0896	0.18593
Zm00001d012932			0.070493	0.20253
Zm00001d034677			0.0	0.24321
Zm00001d012937			0.0	0.0
Zm00001d012938			0.045032	0.0
Zm00001d034673			0.073907	0.20769
Zm00001d012954			0.067963	0.0
Zm00001d012955			0.0	0.0
Zm00001d034662			0.0	0.19617
Zm00001d012966			0.0	0.0
Zm00001d012969			0.0	0.21399
Zm00001d012979			0.0	0.0
Zm00001d012980			0.065846	0.20226
Zm00001d012982			0.044075	0.0
Zm00001d012984			0.063623	0.23416
Zm00001d012991			0.050216	0.0
Zm00001d012992			0.070326	0.23609
Zm00001d012993			0.051057	0.0
Zm00001d012996			0.064288	0.0
Zm00001d012998			0.050423	0.066054
Zm00001d013005			0.0	0.0
Zm00001d013006			0.068425	0.22179
Zm00001d013007			0.074513	0.20763
Zm00001d034598			0.051689	0.0
Zm00001d013010			0.08299	0.27621
Zm00001d013013			0.030953	0.0
Zm00001d013015			0.064928	0.17028
Zm00001d013019			0.071746	0.26623
Zm00001d013027			0.06209	0.0
Zm00001d013028			0.0	0.0
Zm00001d013030			0.056686	0.0
Zm00001d013031			0.072093	0.0
Zm00001d013033			0.0	0.1631
Zm00001d013034			0.093647	0.22945
Zm00001d013035			0.044374	0.05534
Zm00001d013039			0.041551	0.14964
Zm00001d013040			0.075402	0.21722
Zm00001d013041			0.077759	0.0
Zm00001d034517			0.069546	0.25167
Zm00001d013048			0.0	0.0
Zm00001d013049			0.064561	0.20506
Zm00001d013053			0.072889	0.0
Zm00001d013056			0.081797	0.2268
Zm00001d013057			0.0	0.0
Zm00001d013058			0.083627	0.28547
Zm00001d013059			0.06864	0.20165
Zm00001d013061			0.0	0.0
Zm00001d013065			0.0	0.0
Zm00001d013066			0.047349	0.0
Zm00001d013067			0.052355	0.21546
Zm00001d013069			0.071644	0.0
Zm00001d013073			0.066827	0.0
Zm00001d013074			0.066071	0.0
Zm00001d013075			0.0	0.0
Zm00001d013076			0.09129	0.23291
Zm00001d034432			0.098625	0.18542
Zm00001d013079			0.087575	0.20926
Zm00001d013080			0.0	0.0
Zm00001d013083			0.073549	0.0
Zm00001d013086			0.0737	0.25366
Zm00001d013087			0.13121	0.0
Zm00001d013094			0.0	0.0
Zm00001d013095			0.042307	0.0
Zm00001d013097			0.078113	0.0
Zm00001d013098			0.14406	0.21705
Zm00001d013099			0.073102	0.21446
Zm00001d013108			0.0	0.17749
Zm00001d013109			0.23875	0.25976
Zm00001d013111			0.0	0.27223
Zm00001d013112			0.0	0.0
Zm00001d013113			0.064673	0.20139
Zm00001d013116			0.056789	0.0
